Código Venda;Data;ID Loja;Produto;Quantidade;Valor Unitário;Valor Final
69509;23/12/2019;Shopping União de Osasco;Cueca Estampa;3;R$ 66,00;R$ 198,00
69509;23/12/2019;Shopping União de Osasco;Calça Estampa;4;R$ 177,00;R$ 708,00
69510;23/12/2019;Shopping Midway Mall;Gorro;2;R$ 80,00;R$ 160,00
69510;23/12/2019;Shopping Midway Mall;Tênis Estampa;1;R$ 256,00;R$ 256,00
69511;23/12/2019;Shopping Eldorado;Relógio Xadrez;2;R$ 214,00;R$ 428,00
69512;23/12/2019;Shopping Vila Velha;Calça Xadrez;2;R$ 185,00;R$ 370,00
69513;23/12/2019;Center Shopping Uberlândia;Camisa Gola V Estampa;2;R$ 118,00;R$ 236,00
69513;23/12/2019;Center Shopping Uberlândia;Camiseta Estampa;3;R$ 196,00;R$ 588,00
69513;23/12/2019;Center Shopping Uberlândia;Tênis Estampa;1;R$ 256,00;R$ 256,00
69514;23/12/2019;Shopping Eldorado;Camiseta Listrado;1;R$ 197,00;R$ 197,00
69514;23/12/2019;Shopping Eldorado;Terno;3;R$ 700,00;R$ 2.100,00
69517;23/12/2019;Palladium Shopping Curitiba;Cueca Liso;2;R$ 69,00;R$ 138,00
69517;23/12/2019;Palladium Shopping Curitiba;Cinto;2;R$ 200,00;R$ 400,00
69517;23/12/2019;Palladium Shopping Curitiba;Bermuda Xadrez;1;R$ 155,00;R$ 155,00
69517;23/12/2019;Palladium Shopping Curitiba;Casaco Listrado;2;R$ 269,00;R$ 538,00
69518;23/12/2019;Shopping Center Leste Aricanduva;Bermuda Linho;1;R$ 195,00;R$ 195,00
69519;23/12/2019;Shopping Barra;Camisa;2;R$ 100,00;R$ 200,00
69520;23/12/2019;Shopping Morumbi;Polo Listrado;2;R$ 149,00;R$ 298,00
69520;23/12/2019;Shopping Morumbi;Calça;3;R$ 170,00;R$ 510,00
69520;23/12/2019;Shopping Morumbi;Tênis Liso;1;R$ 266,00;R$ 266,00
69520;23/12/2019;Shopping Morumbi;Chinelo Linho;1;R$ 105,00;R$ 105,00
69521;23/12/2019;Shopping SP Market;Meia Linho;1;R$ 78,00;R$ 78,00
69521;23/12/2019;Shopping SP Market;Tênis Estampa;1;R$ 256,00;R$ 256,00
69521;23/12/2019;Shopping SP Market;Camisa Listrado;5;R$ 108,00;R$ 540,00
69522;23/12/2019;Shopping União de Osasco;Meia Estampa;3;R$ 50,00;R$ 150,00
69522;23/12/2019;Shopping União de Osasco;Bermuda;4;R$ 150,00;R$ 600,00
69523;23/12/2019;Ribeirão Shopping;Cinto;1;R$ 200,00;R$ 200,00
69524;23/12/2019;Norte Shopping;Chinelo Listrado;1;R$ 73,00;R$ 73,00
69525;23/12/2019;Shopping Eldorado;Chinelo Linho;2;R$ 105,00;R$ 210,00
69526;23/12/2019;Shopping Vila Velha;Sunga Listrado;3;R$ 114,00;R$ 342,00
69526;23/12/2019;Shopping Vila Velha;Meia Xadrez;1;R$ 41,00;R$ 41,00
69528;23/12/2019;Shopping SP Market;Casaco Xadrez;4;R$ 259,00;R$ 1.036,00
69528;23/12/2019;Shopping SP Market;Cinto Listrado;2;R$ 214,00;R$ 428,00
69528;23/12/2019;Shopping SP Market;Meia Listrado;3;R$ 37,00;R$ 111,00
69529;23/12/2019;Iguatemi Campinas;Sapato Linho;1;R$ 391,00;R$ 391,00
69530;23/12/2019;Shopping Recife;Cinto Estampa;1;R$ 209,00;R$ 209,00
69530;23/12/2019;Shopping Recife;Camisa Gola V Estampa;3;R$ 118,00;R$ 354,00
69531;23/12/2019;Iguatemi Campinas;Sapato Listrado;1;R$ 363,00;R$ 363,00
69531;23/12/2019;Iguatemi Campinas;Camisa Gola V Xadrez;1;R$ 107,00;R$ 107,00
69532;23/12/2019;Ribeirão Shopping;Camisa Xadrez;2;R$ 105,00;R$ 210,00
69533;23/12/2019;Rio Mar Shopping Fortaleza;Sunga Linho;3;R$ 149,00;R$ 447,00
69533;23/12/2019;Rio Mar Shopping Fortaleza;Bermuda;1;R$ 150,00;R$ 150,00
69533;23/12/2019;Rio Mar Shopping Fortaleza;Cueca Listrado;4;R$ 67,00;R$ 268,00
69533;23/12/2019;Rio Mar Shopping Fortaleza;Pulseira Linho;1;R$ 114,00;R$ 114,00
69534;23/12/2019;Shopping Iguatemi Fortaleza;Cueca;2;R$ 50,00;R$ 100,00
69534;23/12/2019;Shopping Iguatemi Fortaleza;Chinelo Listrado;2;R$ 73,00;R$ 146,00
69535;23/12/2019;Iguatemi Esplanada;Casaco Linho;1;R$ 299,00;R$ 299,00
69536;23/12/2019;Center Shopping Uberlândia;Sunga Xadrez;2;R$ 116,00;R$ 232,00
69536;23/12/2019;Center Shopping Uberlândia;Gorro Estampa;1;R$ 93,00;R$ 93,00
69537;23/12/2019;Passei das Águas Shopping;Sunga Liso;1;R$ 114,00;R$ 114,00
69538;23/12/2019;Shopping Iguatemi Fortaleza;Pulseira Xadrez;2;R$ 87,00;R$ 174,00
69539;23/12/2019;Norte Shopping;Pulseira Estampa;2;R$ 87,00;R$ 174,00
69541;23/12/2019;Shopping Vila Velha;Sapato Liso;3;R$ 368,00;R$ 1.104,00
69541;23/12/2019;Shopping Vila Velha;Tênis Xadrez;4;R$ 259,00;R$ 1.036,00
69542;23/12/2019;Shopping SP Market;Camiseta Listrado;3;R$ 197,00;R$ 591,00
69542;23/12/2019;Shopping SP Market;Camisa Estampa;1;R$ 113,00;R$ 113,00
69542;23/12/2019;Shopping SP Market;Camisa Linho;1;R$ 141,00;R$ 141,00
69544;23/12/2019;Novo Shopping Ribeirão Preto;Tênis Estampa;3;R$ 256,00;R$ 768,00
69544;23/12/2019;Novo Shopping Ribeirão Preto;Gorro Xadrez;1;R$ 85,00;R$ 85,00
69545;23/12/2019;Shopping Barra;Tênis;2;R$ 250,00;R$ 500,00
69546;23/12/2019;Shopping Eldorado;Short Estampa;3;R$ 96,00;R$ 288,00
69549;23/12/2019;Salvador Shopping;Bermuda Linho;1;R$ 195,00;R$ 195,00
69550;23/12/2019;Rio Mar Shopping Fortaleza;Calça;2;R$ 170,00;R$ 340,00
69550;23/12/2019;Rio Mar Shopping Fortaleza;Camisa Linho;2;R$ 141,00;R$ 282,00
69550;23/12/2019;Rio Mar Shopping Fortaleza;Gorro Estampa;2;R$ 93,00;R$ 186,00
69553;23/12/2019;Shopping Ibirapuera;Gorro Estampa;1;R$ 93,00;R$ 93,00
69554;23/12/2019;Shopping União de Osasco;Calça Estampa;1;R$ 177,00;R$ 177,00
69555;23/12/2019;Salvador Shopping;Tênis Liso;2;R$ 266,00;R$ 532,00
69555;23/12/2019;Salvador Shopping;Chinelo Xadrez;5;R$ 66,00;R$ 330,00
69556;24/12/2019;Ribeirão Shopping;Casaco Linho;2;R$ 299,00;R$ 598,00
69556;24/12/2019;Ribeirão Shopping;Polo Estampa;1;R$ 138,00;R$ 138,00
69557;24/12/2019;Shopping Barra;Short;2;R$ 90,00;R$ 180,00
69557;24/12/2019;Shopping Barra;Polo Listrado;3;R$ 149,00;R$ 447,00
69559;24/12/2019;Shopping Midway Mall;Bermuda;1;R$ 150,00;R$ 150,00
69559;24/12/2019;Shopping Midway Mall;Gorro Liso;5;R$ 92,00;R$ 460,00
69559;24/12/2019;Shopping Midway Mall;Short Liso;2;R$ 108,00;R$ 216,00
69560;24/12/2019;Iguatemi Esplanada;Sunga Xadrez;2;R$ 116,00;R$ 232,00
69561;24/12/2019;Shopping SP Market;Casaco Listrado;1;R$ 269,00;R$ 269,00
69562;24/12/2019;Passei das Águas Shopping;Chinelo Linho;5;R$ 105,00;R$ 525,00
69564;24/12/2019;Shopping Eldorado;Cinto Linho;1;R$ 248,00;R$ 248,00
69565;24/12/2019;Passei das Águas Shopping;Camisa Xadrez;1;R$ 105,00;R$ 105,00
69565;24/12/2019;Passei das Águas Shopping;Tênis Linho;1;R$ 294,00;R$ 294,00
69566;24/12/2019;Parque Dom Pedro Shopping;Terno;2;R$ 700,00;R$ 1.400,00
69566;24/12/2019;Parque Dom Pedro Shopping;Sunga Listrado;2;R$ 114,00;R$ 228,00
69566;24/12/2019;Parque Dom Pedro Shopping;Short Liso;3;R$ 108,00;R$ 324,00
69567;24/12/2019;Rio Mar Shopping Fortaleza;Tênis Listrado;1;R$ 262,00;R$ 262,00
69568;24/12/2019;Shopping SP Market;Bermuda Xadrez;4;R$ 155,00;R$ 620,00
69568;24/12/2019;Shopping SP Market;Sapato Xadrez;2;R$ 368,00;R$ 736,00
69568;24/12/2019;Shopping SP Market;Bermuda Listrado;4;R$ 163,00;R$ 652,00
69568;24/12/2019;Shopping SP Market;Casaco Linho;2;R$ 299,00;R$ 598,00
69569;24/12/2019;Shopping Vila Velha;Polo;2;R$ 130,00;R$ 260,00
69569;24/12/2019;Shopping Vila Velha;Short Estampa;2;R$ 96,00;R$ 192,00
69569;24/12/2019;Shopping Vila Velha;Cinto Listrado;1;R$ 214,00;R$ 214,00
69570;24/12/2019;Iguatemi Campinas;Chinelo Liso;2;R$ 71,00;R$ 142,00
69570;24/12/2019;Iguatemi Campinas;Gorro Listrado;4;R$ 97,00;R$ 388,00
69570;24/12/2019;Iguatemi Campinas;Cueca Listrado;1;R$ 67,00;R$ 67,00
69571;24/12/2019;Center Shopping Uberlândia;Camisa Gola V Linho;2;R$ 145,00;R$ 290,00
69571;24/12/2019;Center Shopping Uberlândia;Camisa Linho;1;R$ 141,00;R$ 141,00
69571;24/12/2019;Center Shopping Uberlândia;Bermuda Xadrez;1;R$ 155,00;R$ 155,00
69572;24/12/2019;Palladium Shopping Curitiba;Cinto Liso;1;R$ 209,00;R$ 209,00
69572;24/12/2019;Palladium Shopping Curitiba;Relógio Estampa;3;R$ 219,00;R$ 657,00
69573;24/12/2019;Parque Dom Pedro Shopping;Gorro Linho;1;R$ 124,00;R$ 124,00
69573;24/12/2019;Parque Dom Pedro Shopping;Camisa Liso;1;R$ 105,00;R$ 105,00
69574;24/12/2019;Parque Dom Pedro Shopping;Chinelo Xadrez;2;R$ 66,00;R$ 132,00
69574;24/12/2019;Parque Dom Pedro Shopping;Bermuda Liso;1;R$ 157,00;R$ 157,00
69575;24/12/2019;Shopping Center Leste Aricanduva;Mochila Listrado;2;R$ 275,00;R$ 550,00
69575;24/12/2019;Shopping Center Leste Aricanduva;Calça Linho;2;R$ 211,00;R$ 422,00
69575;24/12/2019;Shopping Center Leste Aricanduva;Camisa Gola V Estampa;1;R$ 118,00;R$ 118,00
69576;24/12/2019;Novo Shopping Ribeirão Preto;Relógio Liso;5;R$ 216,00;R$ 1.080,00
69578;24/12/2019;Shopping Eldorado;Polo Estampa;3;R$ 138,00;R$ 414,00
69578;24/12/2019;Shopping Eldorado;Gorro Estampa;2;R$ 93,00;R$ 186,00
69578;24/12/2019;Shopping Eldorado;Camisa Gola V Xadrez;1;R$ 107,00;R$ 107,00
69579;24/12/2019;Shopping SP Market;Polo Xadrez;2;R$ 142,00;R$ 284,00
69579;24/12/2019;Shopping SP Market;Casaco Linho;2;R$ 299,00;R$ 598,00
69579;24/12/2019;Shopping SP Market;Bermuda Liso;1;R$ 157,00;R$ 157,00
69580;24/12/2019;Center Shopping Uberlândia;Cinto Linho;3;R$ 248,00;R$ 744,00
69580;24/12/2019;Center Shopping Uberlândia;Pulseira Xadrez;1;R$ 87,00;R$ 87,00
69580;24/12/2019;Center Shopping Uberlândia;Tênis Listrado;5;R$ 262,00;R$ 1.310,00
69581;24/12/2019;Iguatemi Campinas;Chinelo Estampa;1;R$ 74,00;R$ 74,00
69582;24/12/2019;Shopping Morumbi;Camisa Xadrez;1;R$ 105,00;R$ 105,00
69583;24/12/2019;Shopping SP Market;Pulseira Linho;3;R$ 114,00;R$ 342,00
69584;24/12/2019;Shopping Vila Velha;Camisa Gola V;1;R$ 100,00;R$ 100,00
69584;24/12/2019;Shopping Vila Velha;Sapato Liso;3;R$ 368,00;R$ 1.104,00
69584;24/12/2019;Shopping Vila Velha;Cinto;3;R$ 200,00;R$ 600,00
69586;24/12/2019;Shopping Iguatemi Fortaleza;Tênis Listrado;1;R$ 262,00;R$ 262,00
69587;24/12/2019;Center Shopping Uberlândia;Casaco Liso;4;R$ 255,00;R$ 1.020,00
69589;24/12/2019;Iguatemi Campinas;Relógio;2;R$ 200,00;R$ 400,00
69589;24/12/2019;Iguatemi Campinas;Casaco Estampa;1;R$ 256,00;R$ 256,00
69590;24/12/2019;Shopping Iguatemi Fortaleza;Cinto Xadrez;3;R$ 215,00;R$ 645,00
69590;24/12/2019;Shopping Iguatemi Fortaleza;Meia;2;R$ 30,00;R$ 60,00
69590;24/12/2019;Shopping Iguatemi Fortaleza;Cinto Linho;2;R$ 248,00;R$ 496,00
69591;24/12/2019;Salvador Shopping;Chinelo Estampa;2;R$ 74,00;R$ 148,00
69591;24/12/2019;Salvador Shopping;Mochila Xadrez;3;R$ 283,00;R$ 849,00
69592;24/12/2019;Rio Mar Shopping Fortaleza;Camiseta Xadrez;4;R$ 200,00;R$ 800,00
69592;24/12/2019;Rio Mar Shopping Fortaleza;Sapato Xadrez;1;R$ 368,00;R$ 368,00
69592;24/12/2019;Rio Mar Shopping Fortaleza;Casaco Estampa;1;R$ 256,00;R$ 256,00
69595;24/12/2019;Iguatemi Esplanada;Camiseta Listrado;1;R$ 197,00;R$ 197,00
69595;24/12/2019;Iguatemi Esplanada;Pulseira Linho;1;R$ 114,00;R$ 114,00
69595;24/12/2019;Iguatemi Esplanada;Casaco Listrado;1;R$ 269,00;R$ 269,00
69597;24/12/2019;Norte Shopping;Meia;1;R$ 30,00;R$ 30,00
69598;24/12/2019;Iguatemi Esplanada;Camisa Xadrez;3;R$ 105,00;R$ 315,00
69598;24/12/2019;Iguatemi Esplanada;Sapato Linho;3;R$ 391,00;R$ 1.173,00
69600;24/12/2019;Rio Mar Shopping Fortaleza;Relógio Listrado;1;R$ 218,00;R$ 218,00
69602;24/12/2019;Shopping Ibirapuera;Relógio Linho;4;R$ 240,00;R$ 960,00
69602;24/12/2019;Shopping Ibirapuera;Mochila Xadrez;1;R$ 283,00;R$ 283,00
69603;24/12/2019;Shopping Ibirapuera;Tênis Estampa;2;R$ 256,00;R$ 512,00
69604;24/12/2019;Ribeirão Shopping;Casaco Liso;4;R$ 255,00;R$ 1.020,00
69604;24/12/2019;Ribeirão Shopping;Bermuda Linho;1;R$ 195,00;R$ 195,00
69604;24/12/2019;Ribeirão Shopping;Gorro Estampa;3;R$ 93,00;R$ 279,00
69605;24/12/2019;Shopping Iguatemi Fortaleza;Casaco Estampa;2;R$ 256,00;R$ 512,00
69605;24/12/2019;Shopping Iguatemi Fortaleza;Camisa Gola V Xadrez;2;R$ 107,00;R$ 214,00
69605;24/12/2019;Shopping Iguatemi Fortaleza;Casaco Linho;4;R$ 299,00;R$ 1.196,00
69607;24/12/2019;Shopping Center Leste Aricanduva;Casaco Xadrez;1;R$ 259,00;R$ 259,00
69607;24/12/2019;Shopping Center Leste Aricanduva;Camiseta Listrado;5;R$ 197,00;R$ 985,00
69607;24/12/2019;Shopping Center Leste Aricanduva;Camisa Gola V Xadrez;1;R$ 107,00;R$ 107,00
69608;24/12/2019;Rio Mar Shopping Fortaleza;Terno Xadrez;1;R$ 709,00;R$ 709,00
69609;24/12/2019;Shopping Center Leste Aricanduva;Camisa Estampa;1;R$ 113,00;R$ 113,00
69610;24/12/2019;Shopping Iguatemi Fortaleza;Gorro Xadrez;1;R$ 85,00;R$ 85,00
69611;24/12/2019;Shopping Iguatemi Fortaleza;Terno Estampa;1;R$ 706,00;R$ 706,00
69613;24/12/2019;Norte Shopping;Bermuda Xadrez;4;R$ 155,00;R$ 620,00
69613;24/12/2019;Norte Shopping;Pulseira;2;R$ 70,00;R$ 140,00
69614;24/12/2019;Shopping Recife;Gorro Xadrez;3;R$ 85,00;R$ 255,00
69614;24/12/2019;Shopping Recife;Cinto;2;R$ 200,00;R$ 400,00
69616;24/12/2019;Rio Mar Recife;Meia Liso;1;R$ 38,00;R$ 38,00
69616;24/12/2019;Rio Mar Recife;Cinto Xadrez;5;R$ 215,00;R$ 1.075,00
69617;24/12/2019;Novo Shopping Ribeirão Preto;Calça Liso;2;R$ 190,00;R$ 380,00
69619;24/12/2019;Shopping Recife;Camiseta Linho;1;R$ 223,00;R$ 223,00
69619;24/12/2019;Shopping Recife;Camisa;3;R$ 100,00;R$ 300,00
69621;24/12/2019;Palladium Shopping Curitiba;Relógio Listrado;3;R$ 218,00;R$ 654,00
69621;24/12/2019;Palladium Shopping Curitiba;Calça Liso;1;R$ 190,00;R$ 190,00
69621;24/12/2019;Palladium Shopping Curitiba;Cueca Xadrez;1;R$ 60,00;R$ 60,00
69622;24/12/2019;Rio Mar Recife;Bermuda Xadrez;2;R$ 155,00;R$ 310,00
69623;24/12/2019;Shopping Midway Mall;Cueca Listrado;3;R$ 67,00;R$ 201,00
69623;24/12/2019;Shopping Midway Mall;Camiseta Liso;1;R$ 187,00;R$ 187,00
69624;24/12/2019;Salvador Shopping;Mochila;2;R$ 270,00;R$ 540,00
69624;24/12/2019;Salvador Shopping;Camisa Liso;2;R$ 105,00;R$ 210,00
69625;24/12/2019;Norte Shopping;Pulseira Linho;3;R$ 114,00;R$ 342,00
69626;24/12/2019;Shopping Recife;Sapato Liso;4;R$ 368,00;R$ 1.472,00
69626;24/12/2019;Shopping Recife;Short Liso;1;R$ 108,00;R$ 108,00
69627;24/12/2019;Novo Shopping Ribeirão Preto;Polo Xadrez;3;R$ 142,00;R$ 426,00
69627;24/12/2019;Novo Shopping Ribeirão Preto;Meia;1;R$ 30,00;R$ 30,00
69628;24/12/2019;Shopping União de Osasco;Sapato Listrado;3;R$ 363,00;R$ 1.089,00
69629;24/12/2019;Shopping Eldorado;Cueca Liso;1;R$ 69,00;R$ 69,00
69629;24/12/2019;Shopping Eldorado;Chinelo Linho;2;R$ 105,00;R$ 210,00
69630;24/12/2019;Shopping Midway Mall;Mochila;2;R$ 270,00;R$ 540,00
69630;24/12/2019;Shopping Midway Mall;Gorro Xadrez;5;R$ 85,00;R$ 425,00
69631;24/12/2019;Iguatemi Campinas;Camisa Gola V Estampa;1;R$ 118,00;R$ 118,00
69631;24/12/2019;Iguatemi Campinas;Pulseira Linho;1;R$ 114,00;R$ 114,00
69632;24/12/2019;Passei das Águas Shopping;Cueca;3;R$ 50,00;R$ 150,00
69633;24/12/2019;Shopping Morumbi;Camiseta Liso;1;R$ 187,00;R$ 187,00
69633;24/12/2019;Shopping Morumbi;Gorro Linho;2;R$ 124,00;R$ 248,00
69633;24/12/2019;Shopping Morumbi;Gorro Listrado;3;R$ 97,00;R$ 291,00
69633;24/12/2019;Shopping Morumbi;Terno Estampa;2;R$ 706,00;R$ 1.412,00
69634;24/12/2019;Rio Mar Recife;Camiseta;3;R$ 180,00;R$ 540,00
69636;24/12/2019;Parque Dom Pedro Shopping;Cueca Estampa;2;R$ 66,00;R$ 132,00
69636;24/12/2019;Parque Dom Pedro Shopping;Camiseta Liso;1;R$ 187,00;R$ 187,00
69637;24/12/2019;Bourbon Shopping SP;Short Liso;1;R$ 108,00;R$ 108,00
69638;24/12/2019;Salvador Shopping;Camisa Linho;1;R$ 141,00;R$ 141,00
69638;24/12/2019;Salvador Shopping;Sapato;3;R$ 350,00;R$ 1.050,00
69640;24/12/2019;Shopping Center Interlagos;Calça;1;R$ 170,00;R$ 170,00
69640;24/12/2019;Shopping Center Interlagos;Gorro;5;R$ 80,00;R$ 400,00
69640;24/12/2019;Shopping Center Interlagos;Bermuda Estampa;3;R$ 169,00;R$ 507,00
69641;24/12/2019;Shopping Midway Mall;Sapato Listrado;1;R$ 363,00;R$ 363,00
69642;24/12/2019;Shopping Midway Mall;Camisa;1;R$ 100,00;R$ 100,00
69642;24/12/2019;Shopping Midway Mall;Terno Liso;1;R$ 720,00;R$ 720,00
69643;24/12/2019;Shopping Morumbi;Bermuda Listrado;3;R$ 163,00;R$ 489,00
69645;24/12/2019;Shopping Vila Velha;Cueca Estampa;1;R$ 66,00;R$ 66,00
69646;24/12/2019;Shopping Eldorado;Casaco Liso;5;R$ 255,00;R$ 1.275,00
69646;24/12/2019;Shopping Eldorado;Sapato Listrado;5;R$ 363,00;R$ 1.815,00
69647;24/12/2019;Rio Mar Shopping Fortaleza;Polo Linho;1;R$ 176,00;R$ 176,00
69647;24/12/2019;Rio Mar Shopping Fortaleza;Terno Estampa;4;R$ 706,00;R$ 2.824,00
69648;24/12/2019;Shopping Ibirapuera;Gorro Listrado;1;R$ 97,00;R$ 97,00
69648;24/12/2019;Shopping Ibirapuera;Cueca Listrado;2;R$ 67,00;R$ 134,00
69649;24/12/2019;Rio Mar Recife;Mochila;2;R$ 270,00;R$ 540,00
69650;24/12/2019;Iguatemi Campinas;Sapato Linho;1;R$ 391,00;R$ 391,00
69650;24/12/2019;Iguatemi Campinas;Mochila Estampa;1;R$ 277,00;R$ 277,00
69652;24/12/2019;Palladium Shopping Curitiba;Tênis Liso;1;R$ 266,00;R$ 266,00
69652;24/12/2019;Palladium Shopping Curitiba;Sunga Listrado;1;R$ 114,00;R$ 114,00
69653;24/12/2019;Shopping Iguatemi Fortaleza;Bermuda Listrado;2;R$ 163,00;R$ 326,00
69654;24/12/2019;Ribeirão Shopping;Sunga Linho;1;R$ 149,00;R$ 149,00
69655;24/12/2019;Rio Mar Shopping Fortaleza;Sapato;1;R$ 350,00;R$ 350,00
69660;24/12/2019;Shopping SP Market;Sunga;3;R$ 100,00;R$ 300,00
69660;24/12/2019;Shopping SP Market;Relógio;4;R$ 200,00;R$ 800,00
69661;24/12/2019;Palladium Shopping Curitiba;Gorro;4;R$ 80,00;R$ 320,00
69661;24/12/2019;Palladium Shopping Curitiba;Cueca Estampa;2;R$ 66,00;R$ 132,00
69662;24/12/2019;Rio Mar Shopping Fortaleza;Short Xadrez;2;R$ 100,00;R$ 200,00
69662;24/12/2019;Rio Mar Shopping Fortaleza;Pulseira;1;R$ 70,00;R$ 70,00
69662;24/12/2019;Rio Mar Shopping Fortaleza;Gorro Liso;3;R$ 92,00;R$ 276,00
69663;24/12/2019;Shopping Barra;Casaco Estampa;3;R$ 256,00;R$ 768,00
69663;24/12/2019;Shopping Barra;Relógio Listrado;1;R$ 218,00;R$ 218,00
69666;24/12/2019;Palladium Shopping Curitiba;Camiseta Listrado;1;R$ 197,00;R$ 197,00
69666;24/12/2019;Palladium Shopping Curitiba;Tênis;3;R$ 250,00;R$ 750,00
69668;24/12/2019;Center Shopping Uberlândia;Calça Listrado;2;R$ 181,00;R$ 362,00
69669;24/12/2019;Novo Shopping Ribeirão Preto;Gorro Linho;2;R$ 124,00;R$ 248,00
69669;24/12/2019;Novo Shopping Ribeirão Preto;Short Liso;1;R$ 108,00;R$ 108,00
69670;24/12/2019;Palladium Shopping Curitiba;Calça Listrado;3;R$ 181,00;R$ 543,00
69670;24/12/2019;Palladium Shopping Curitiba;Tênis Xadrez;3;R$ 259,00;R$ 777,00
69672;24/12/2019;Shopping Ibirapuera;Gorro;1;R$ 80,00;R$ 80,00
69674;24/12/2019;Shopping União de Osasco;Sapato Linho;1;R$ 391,00;R$ 391,00
69674;24/12/2019;Shopping União de Osasco;Short Estampa;1;R$ 96,00;R$ 96,00
69675;24/12/2019;Shopping Ibirapuera;Cinto;1;R$ 200,00;R$ 200,00
69676;24/12/2019;Bourbon Shopping SP;Gorro;4;R$ 80,00;R$ 320,00
69677;24/12/2019;Center Shopping Uberlândia;Camisa Liso;2;R$ 105,00;R$ 210,00
69678;24/12/2019;Shopping Recife;Tênis Linho;4;R$ 294,00;R$ 1.176,00
69678;24/12/2019;Shopping Recife;Bermuda Listrado;4;R$ 163,00;R$ 652,00
69678;24/12/2019;Shopping Recife;Short Xadrez;2;R$ 100,00;R$ 200,00
69678;24/12/2019;Shopping Recife;Camisa Gola V Liso;2;R$ 118,00;R$ 236,00
69678;24/12/2019;Shopping Recife;Meia;1;R$ 30,00;R$ 30,00
69679;24/12/2019;Shopping Center Leste Aricanduva;Calça Xadrez;1;R$ 185,00;R$ 185,00
69680;24/12/2019;Passei das Águas Shopping;Camiseta Estampa;3;R$ 196,00;R$ 588,00
69681;24/12/2019;Iguatemi Esplanada;Meia Xadrez;1;R$ 41,00;R$ 41,00
69682;24/12/2019;Passei das Águas Shopping;Relógio Xadrez;2;R$ 214,00;R$ 428,00
69682;24/12/2019;Passei das Águas Shopping;Bermuda Xadrez;2;R$ 155,00;R$ 310,00
69683;24/12/2019;Shopping Iguatemi Fortaleza;Short;3;R$ 90,00;R$ 270,00
69683;24/12/2019;Shopping Iguatemi Fortaleza;Chinelo;1;R$ 60,00;R$ 60,00
69684;24/12/2019;Rio Mar Recife;Camiseta Linho;1;R$ 223,00;R$ 223,00
69684;24/12/2019;Rio Mar Recife;Cueca Listrado;3;R$ 67,00;R$ 201,00
69684;24/12/2019;Rio Mar Recife;Meia Estampa;2;R$ 50,00;R$ 100,00
69685;24/12/2019;Shopping Center Leste Aricanduva;Polo;1;R$ 130,00;R$ 130,00
69686;24/12/2019;Passei das Águas Shopping;Sunga;1;R$ 100,00;R$ 100,00
69687;24/12/2019;Shopping Midway Mall;Polo Linho;1;R$ 176,00;R$ 176,00
69687;24/12/2019;Shopping Midway Mall;Relógio Liso;1;R$ 216,00;R$ 216,00
69688;24/12/2019;Novo Shopping Ribeirão Preto;Sunga Linho;3;R$ 149,00;R$ 447,00
69689;24/12/2019;Salvador Shopping;Chinelo Xadrez;2;R$ 66,00;R$ 132,00
69689;24/12/2019;Salvador Shopping;Bermuda Estampa;3;R$ 169,00;R$ 507,00
69690;24/12/2019;Shopping Ibirapuera;Camisa Linho;1;R$ 141,00;R$ 141,00
69690;24/12/2019;Shopping Ibirapuera;Camisa Liso;3;R$ 105,00;R$ 315,00
69690;24/12/2019;Shopping Ibirapuera;Bermuda Listrado;1;R$ 163,00;R$ 163,00
69691;24/12/2019;Center Shopping Uberlândia;Cueca Xadrez;1;R$ 60,00;R$ 60,00
69693;24/12/2019;Center Shopping Uberlândia;Chinelo Liso;2;R$ 71,00;R$ 142,00
69693;24/12/2019;Center Shopping Uberlândia;Short Estampa;2;R$ 96,00;R$ 192,00
69693;24/12/2019;Center Shopping Uberlândia;Bermuda Xadrez;4;R$ 155,00;R$ 620,00
69694;24/12/2019;Bourbon Shopping SP;Short Estampa;5;R$ 96,00;R$ 480,00
69695;24/12/2019;Shopping Vila Velha;Short Linho;1;R$ 133,00;R$ 133,00
69697;24/12/2019;Shopping Morumbi;Calça Xadrez;1;R$ 185,00;R$ 185,00
69697;24/12/2019;Shopping Morumbi;Terno Liso;1;R$ 720,00;R$ 720,00
69697;24/12/2019;Shopping Morumbi;Relógio;1;R$ 200,00;R$ 200,00
69701;24/12/2019;Salvador Shopping;Meia Estampa;5;R$ 50,00;R$ 250,00
69701;24/12/2019;Salvador Shopping;Sapato Xadrez;1;R$ 368,00;R$ 368,00
69703;24/12/2019;Shopping Eldorado;Short Estampa;1;R$ 96,00;R$ 96,00
69704;24/12/2019;Shopping Morumbi;Camisa Listrado;2;R$ 108,00;R$ 216,00
69705;24/12/2019;Iguatemi Campinas;Cueca Xadrez;5;R$ 60,00;R$ 300,00
69705;24/12/2019;Iguatemi Campinas;Camiseta Xadrez;3;R$ 200,00;R$ 600,00
69706;24/12/2019;Shopping Recife;Terno Estampa;3;R$ 706,00;R$ 2.118,00
69706;24/12/2019;Shopping Recife;Camisa Gola V Xadrez;1;R$ 107,00;R$ 107,00
69706;24/12/2019;Shopping Recife;Cinto;1;R$ 200,00;R$ 200,00
69706;24/12/2019;Shopping Recife;Meia Liso;5;R$ 38,00;R$ 190,00
69707;24/12/2019;Shopping Vila Velha;Pulseira Xadrez;5;R$ 87,00;R$ 435,00
